countries,credits,genres,id,imdb_score,imdb_votes,jw_rating,list_type,object_type,popularity_rank,runtime,title,tmdb_popularity,tmdb_score,year
"NL,FR","[{'role': 'ACTOR', 'name': 'James Ransone'}, {'role': 'ACTOR', 'name': 'Tiffany Limos'}, {'role': 'ACTOR', 'name': 'Stephen Jasso'}, {'role': 'ACTOR', 'name': 'James Bullard'}, {'role': 'ACTOR', 'name': 'Mike Apaletegui'}, {'role': 'ACTOR', 'name': 'Adam Chubbuck'}, {'role': 'ACTOR', 'name': 'Amanda Plummer'}, {'role': 'ACTOR', 'name': 'Wade Williams'}, {'role': 'ACTOR', 'name': 'Maeve Quinlan'}, {'role': 'ACTOR', 'name': 'Richard Riehle'}, {'role': 'ACTOR', 'name': 'Bill Fagerbakke'}, {'role': 'ACTOR', 'name': 'Julio Oscar Mechoso'}, {'role': 'ACTOR', 'name': 'Patricia Place'}, {'role': 'ACTOR', 'name': 'Harrison Young'}, {'role': 'ACTOR', 'name': 'Eddie Daniels'}, {'role': 'ACTOR', 'name': 'Ashley Crisp'}, {'role': 'ACTOR', 'name': 'Shanie Calahan'}, {'role': 'DIRECTOR', 'name': 'Edward Lachman'}, {'role': 'DIRECTOR', 'name': 'Larry Clark'}]","[{'shortName': 'drm'}, {'shortName': 'eur'}]",tm106322,5.8,31043,0.721935455504,WATCHLIST,MOVIE,0,97,Ken Park,17.169,6,2003
US,"[{'role': 'ACTOR', 'name': 'James Spader'}, {'role': 'ACTOR', 'name': 'Maggie Gyllenhaal'}, {'role': 'ACTOR', 'name': 'Jeremy Davies'}, {'role': 'ACTOR', 'name': 'Lesley Ann Warren'}, {'role': 'ACTOR', 'name': 'Stephen McHattie'}, {'role': 'ACTOR', 'name': 'Patrick Bauchau'}, {'role': 'ACTOR', 'name': 'Jessica Tuck'}, {'role': 'ACTOR', 'name': 'Osgood Perkins'}, {'role': 'ACTOR', 'name': 'Amy Locane'}, {'role': 'ACTOR', 'name': 'Mary Joy'}, {'role': 'ACTOR', 'name': 'Michael Mantell'}, {'role': 'ACTOR', 'name': 'Lily Knight'}, {'role': 'ACTOR', 'name': 'Sabrina Grdevich'}, {'role': 'ACTOR', 'name': 'Lacey Kohl'}, {'role': 'ACTOR', 'name': 'Julene Renee'}, {'role': 'ACTOR', 'name': 'Lauren Cohn'}, {'role': 'ACTOR', 'name': 'Ezra Buzzington'}, {'role': 'ACTOR', 'name': 'Kyle Colerider-Krugh'}, {'role': 'ACTOR', 'name': 'Steven Fierberg'}, {'role': 'ACTOR', 'name': 'Herbert Russell'}, {'role': 'ACTOR', 'name': 'Alison Tatlock'}, {'role': 'ACTOR', 'name': 'Christina Gray'}, {'role': 'ACTOR', 'name': 'Cali T. Rossen'}, {'role': 'ACTOR', 'name': 'Diane McGee'}, {'role': 'ACTOR', 'name': 'Steven Shainberg'}, {'role': 'ACTOR', 'name': 'Erin Cressida Wilson'}, {'role': 'DIRECTOR', 'name': 'Steven Shainberg'}]","[{'shortName': 'cmy'}, {'shortName': 'drm'}, {'shortName': 'rma'}]",tm112640,6.9,101101,0.858798505388,WATCHLIST,MOVIE,0,107,Secretary,35.334,6.8,2002
NL,"[{'role': 'ACTOR', 'name': 'Ellen van der Koogh'}, {'role': 'ACTOR', 'name': 'Nienke Brinkhuis'}, {'role': 'ACTOR', 'name': 'Danny de Kok'}, {'role': 'ACTOR', 'name': 'Joep Sertons'}, {'role': 'ACTOR', 'name': 'Eleanore Merrill'}, {'role': 'DIRECTOR', 'name': 'Stephan Brenninkmeijer'}]","[{'shortName': 'drm'}, {'shortName': 'rma'}, {'shortName': 'eur'}]",tm111624,5.6,1446,0.314512516329,WATCHLIST,MOVIE,0,93,Swingers,32.646,5.8,2002
FR,"[{'role': 'ACTOR', 'name': 'Monica Bellucci'}, {'role': 'ACTOR', 'name': 'Vincent Cassel'}, {'role': 'ACTOR', 'name': 'Albert Dupontel'}, {'role': 'ACTOR', 'name': 'Jo Prestia'}, {'role': 'ACTOR', 'name': 'Philippe Nahon'}, {'role': 'ACTOR', 'name': 'Stéphane Drouot'}, {'role': 'ACTOR', 'name': 'Jean-Louis Costes'}, {'role': 'ACTOR', 'name': 'Mick Gondouin'}, {'role': 'ACTOR', 'name': 'Mourad Khima'}, {'role': 'ACTOR', 'name': 'Hellal'}, {'role': 'ACTOR', 'name': 'Dominique Nato'}, {'role': 'ACTOR', 'name': 'Fesche'}, {'role': 'ACTOR', 'name': 'Victoria Jaramillo'}, {'role': 'ACTOR', 'name': 'Jean-Yves Le Quellec'}, {'role': 'ACTOR', 'name': 'Isabelle Giami'}, {'role': 'ACTOR', 'name': 'Fatima Adoum'}, {'role': 'ACTOR', 'name': 'Janice Foulaux'}, {'role': 'ACTOR', 'name': 'Stephane Derderian'}, {'role': 'ACTOR', 'name': 'Gaspar Noé'}, {'role': 'DIRECTOR', 'name': 'Gaspar Noé'}]","[{'shortName': 'crm'}, {'shortName': 'drm'}, {'shortName': 'trl'}, {'shortName': 'eur'}]",tm104417,7.3,150844,0.825546297191,WATCHLIST,MOVIE,1608,97,Irreversible,45.176,7.23,2002
"DK,SE","[{'role': 'ACTOR', 'name': 'Oksana Akinshina'}, {'role': 'ACTOR', 'name': 'Artyom Bogucharsky'}, {'role': 'ACTOR', 'name': 'Lyubov Agapova'}, {'role': 'ACTOR', 'name': 'Liliya Shinkaryova'}, {'role': 'ACTOR', 'name': 'Elina Benenson'}, {'role': 'ACTOR', 'name': 'Pavel Ponomaryov'}, {'role': 'ACTOR', 'name': 'Tomasz Neuman'}, {'role': 'ACTOR', 'name': 'Anastasiya Bedredinova'}, {'role': 'ACTOR', 'name': 'Tõnu Kark'}, {'role': 'ACTOR', 'name': 'Nikolai Bentsler'}, {'role': 'ACTOR', 'name': 'Aleksander Dorosjkevitch'}, {'role': 'ACTOR', 'name': 'Yevgeni Gurov'}, {'role': 'ACTOR', 'name': 'Aleksandr Sokolenko'}, {'role': 'ACTOR', 'name': 'Margo Kostelina'}, {'role': 'ACTOR', 'name': 'Veronika Kovtun'}, {'role': 'ACTOR', 'name': 'Elena Yakovlena'}, {'role': 'ACTOR', 'name': 'Tamara Solodnikova'}, {'role': 'ACTOR', 'name': 'Nikolai Kütt'}, {'role': 'ACTOR', 'name': 'Oleg Rogatchov'}, {'role': 'ACTOR', 'name': 'Aleksandr Okunev'}, {'role': 'ACTOR', 'name': 'Herardo Contreras'}, {'role': 'ACTOR', 'name': 'Madis Kalmet'}, {'role': 'ACTOR', 'name': 'Bo Christer Hjelte'}, {'role': 'ACTOR', 'name': 'Sten Erici'}, {'role': 'ACTOR', 'name': 'Hermie Acereda'}, {'role': 'ACTOR', 'name': 'Gert Bondesson'}, {'role': 'ACTOR', 'name': 'Anders Brinning'}, {'role': 'ACTOR', 'name': 'Johan Edlund'}, {'role': 'ACTOR', 'name': 'Henryk Gwiazada'}, {'role': 'ACTOR', 'name': 'Rickard Mattila'}, {'role': 'ACTOR', 'name': 'Michael Merikan'}, {'role': 'ACTOR', 'name': 'Jeff Norman'}, {'role': 'ACTOR', 'name': 'Truls Rosén'}, {'role': 'ACTOR', 'name': 'Jacob Ryer'}, {'role': 'ACTOR', 'name': 'Farhad Sina'}, {'role': 'DIRECTOR', 'name': 'Lukas Moodysson'}]","[{'shortName': 'crm'}, {'shortName': 'drm'}, {'shortName': 'eur'}]",tm114219,7.8,50547,0.849171540268,WATCHLIST,MOVIE,0,109,Lilya 4-ever,36.089,7.6,2002
ES,"[{'role': 'ACTOR', 'name': 'Leonor Watling'}, {'role': 'ACTOR', 'name': 'Rosario Flores'}, {'role': 'ACTOR', 'name': 'Javier Cámara'}, {'role': 'ACTOR', 'name': 'Darío Grandinetti'}, {'role': 'ACTOR', 'name': 'Mariola Fuentes'}, {'role': 'ACTOR', 'name': 'Geraldine Chaplin'}, {'role': 'ACTOR', 'name': 'Pina Bausch'}, {'role': 'ACTOR', 'name': 'Malou Airaudo'}, {'role': 'ACTOR', 'name': 'Caetano Veloso'}, {'role': 'ACTOR', 'name': 'Roberto Álvarez'}, {'role': 'ACTOR', 'name': 'Elena Anaya'}, {'role': 'ACTOR', 'name': 'Lola Dueñas'}, {'role': 'ACTOR', 'name': 'Adolfo Fernández'}, {'role': 'ACTOR', 'name': 'Ana Fernández'}, {'role': 'ACTOR', 'name': 'Chus Lampreave'}, {'role': 'ACTOR', 'name': 'Helio Pedregal'}, {'role': 'ACTOR', 'name': 'Paz Vega'}, {'role': 'ACTOR', 'name': 'Fele Martínez'}, {'role': 'ACTOR', 'name': 'Carmen Machi'}, {'role': 'ACTOR', 'name': 'Agustín Almodóvar'}, {'role': 'ACTOR', 'name': 'Carlos García Cambero'}, {'role': 'ACTOR', 'name': 'Esther García'}, {'role': 'ACTOR', 'name': 'Lola García'}, {'role': 'ACTOR', 'name': 'Fernando Iglesias'}, {'role': 'ACTOR', 'name': 'Marisa Paredes'}, {'role': 'ACTOR', 'name': 'Cecilia Roth'}, {'role': 'DIRECTOR', 'name': 'Pedro Almodóvar'}]","[{'shortName': 'rma'}, {'shortName': 'drm'}, {'shortName': 'eur'}]",tm119226,7.9,118593,0.900674369293,WATCHLIST,MOVIE,0,112,Talk to Her,12.615,7.584,2002
CZ,"[{'role': 'ACTOR', 'name': 'Justine Priestley'}, {'role': 'ACTOR', 'name': 'Todd Farr'}, {'role': 'ACTOR', 'name': 'Kira Reed Lorsch'}, {'role': 'ACTOR', 'name': 'Eva Decastelo'}, {'role': 'ACTOR', 'name': 'Howard Lotker'}, {'role': 'ACTOR', 'name': ""David O'Kelly""}, {'role': 'ACTOR', 'name': 'Jan Filipenský'}, {'role': 'ACTOR', 'name': 'Wolgang Schiemichen'}, {'role': 'ACTOR', 'name': 'Klára Hlousková'}, {'role': 'ACTOR', 'name': 'Vladimira Pitelova'}, {'role': 'ACTOR', 'name': 'Kate Rodger'}, {'role': 'ACTOR', 'name': 'Naďa Vinecká'}, {'role': 'ACTOR', 'name': 'Jennifer Stone'}, {'role': 'ACTOR', 'name': 'Olga Casl'}, {'role': 'ACTOR', 'name': 'Marketa Rosak'}, {'role': 'ACTOR', 'name': 'Renata Smrček'}, {'role': 'ACTOR', 'name': 'Brigita Jaros'}, {'role': 'ACTOR', 'name': 'Simona Sagan'}, {'role': 'ACTOR', 'name': 'Gabriela Bernat'}, {'role': 'ACTOR', 'name': 'Lenka Rosl'}, {'role': 'ACTOR', 'name': 'Lenka Halamov'}, {'role': 'ACTOR', 'name': 'Michaela Molta'}, {'role': 'ACTOR', 'name': 'Veronika Schobel'}, {'role': 'ACTOR', 'name': 'Michaela Jadr'}, {'role': 'ACTOR', 'name': 'Michaela Kulic'}, {'role': 'ACTOR', 'name': 'Kateřina Novotná'}, {'role': 'ACTOR', 'name': 'Adriana Ruzicka'}, {'role': 'ACTOR', 'name': 'Vera Bulisek'}, {'role': 'ACTOR', 'name': 'John Comer'}]","[{'shortName': 'trl'}, {'shortName': 'fnt'}, {'shortName': 'act'}, {'shortName': 'scf'}]",tm50525,1,1,,WATCHLIST,MOVIE,0,93,Chained Heat 2001: Slave Lovers,3.411,3,2001
FR,"[{'role': 'ACTOR', 'name': 'Samuel Le Bihan'}, {'role': 'ACTOR', 'name': 'Vincent Cassel'}, {'role': 'ACTOR', 'name': 'Émilie Dequenne'}, {'role': 'ACTOR', 'name': 'Monica Bellucci'}, {'role': 'ACTOR', 'name': 'Jérémie Renier'}, {'role': 'ACTOR', 'name': 'Mark Dacascos'}, {'role': 'ACTOR', 'name': 'Jean Yanne'}, {'role': 'ACTOR', 'name': 'Jean-François Stévenin'}, {'role': 'ACTOR', 'name': 'Johan Leysen'}, {'role': 'ACTOR', 'name': 'Jacques Perrin'}, {'role': 'ACTOR', 'name': 'Bernard Farcy'}, {'role': 'ACTOR', 'name': 'Édith Scob'}, {'role': 'ACTOR', 'name': 'Hans Meyer'}, {'role': 'ACTOR', 'name': 'Virginie Darmon'}, {'role': 'ACTOR', 'name': 'Philippe Nahon'}, {'role': 'ACTOR', 'name': 'Nicky Naudé'}, {'role': 'ACTOR', 'name': 'Gaëlle Cohen'}, {'role': 'ACTOR', 'name': 'Virginie Arnaud'}, {'role': 'ACTOR', 'name': 'Charles Maquignon'}, {'role': 'ACTOR', 'name': 'Gaspard Ulliel'}, {'role': 'ACTOR', 'name': 'Pascal Laugier'}, {'role': 'ACTOR', 'name': 'Emanuel Booz'}, {'role': 'ACTOR', 'name': 'Vincent Cespedes'}, {'role': 'ACTOR', 'name': 'Christian Marc'}, {'role': 'ACTOR', 'name': 'Éric Prat'}, {'role': 'ACTOR', 'name': 'Jean-Paul Farré'}, {'role': 'ACTOR', 'name': 'Karin Kriström'}, {'role': 'ACTOR', 'name': 'Pierre Lavit'}, {'role': 'DIRECTOR', 'name': 'Christophe Gans'}]","[{'shortName': 'hrr'}, {'shortName': 'eur'}, {'shortName': 'trl'}, {'shortName': 'act'}, {'shortName': 'drm'}]",tm41420,7,72760,0.885152827169,WATCHLIST,MOVIE,0,142,Brotherhood of the Wolf,21.411,6.7,2001
MX,"[{'role': 'ACTOR', 'name': 'Diego Luna'}, {'role': 'ACTOR', 'name': 'Gael García Bernal'}, {'role': 'ACTOR', 'name': 'Maribel Verdú'}, {'role': 'ACTOR', 'name': 'Daniel Giménez Cacho'}, {'role': 'ACTOR', 'name': 'Diana Bracho'}, {'role': 'ACTOR', 'name': 'Verónica Langer'}, {'role': 'ACTOR', 'name': 'María Aura'}, {'role': 'ACTOR', 'name': 'Emilio Echevarría'}, {'role': 'ACTOR', 'name': 'Marta Aura'}, {'role': 'ACTOR', 'name': 'Silverio Palacios'}, {'role': 'ACTOR', 'name': 'Ana López Mercado'}, {'role': 'ACTOR', 'name': 'Andrés Almeida'}, {'role': 'ACTOR', 'name': 'Nathan Grinberg'}, {'role': 'ACTOR', 'name': 'Giselle Audirac'}, {'role': 'ACTOR', 'name': 'Arturo Ríos'}, {'role': 'ACTOR', 'name': 'Juan Carlos Remolina'}, {'role': 'ACTOR', 'name': 'Liboria Rodríguez'}, {'role': 'ACTOR', 'name': 'Mayra Sérbulo'}, {'role': 'ACTOR', 'name': 'Andrea López'}, {'role': 'ACTOR', 'name': 'Amaury Sérbulo'}, {'role': 'ACTOR', 'name': 'Jorge Vergara'}, {'role': 'DIRECTOR', 'name': 'Alfonso Cuarón'}]","[{'shortName': 'drm'}, {'shortName': 'rma'}]",tm34019,7.7,130464,0.914836536726,WATCHLIST,MOVIE,745,106,Y Tu Mamá También,32.748,7.4,2001
ES,"[{'role': 'ACTOR', 'name': 'Paz Vega'}, {'role': 'ACTOR', 'name': 'Tristán Ulloa'}, {'role': 'ACTOR', 'name': 'Elena Anaya'}, {'role': 'ACTOR', 'name': 'Najwa Nimri'}, {'role': 'ACTOR', 'name': 'Daniel Freire'}, {'role': 'ACTOR', 'name': 'Silvia Llanos'}, {'role': 'ACTOR', 'name': 'Diana Suárez'}, {'role': 'ACTOR', 'name': 'Javier Cámara'}, {'role': 'ACTOR', 'name': 'Juan Fernández'}, {'role': 'ACTOR', 'name': 'María Álvarez'}, {'role': 'DIRECTOR', 'name': 'Julio Medem'}]","[{'shortName': 'drm'}, {'shortName': 'eur'}, {'shortName': 'rma'}]",tm56463,7,39192,0.812006368986,WATCHLIST,MOVIE,0,128,Sex and Lucía,20.146,6.657,2001
US,"[{'role': 'ACTOR', 'name': 'Reese Witherspoon'}, {'role': 'ACTOR', 'name': 'Luke Wilson'}, {'role': 'ACTOR', 'name': 'Selma Blair'}, {'role': 'ACTOR', 'name': 'Matthew Davis'}, {'role': 'ACTOR', 'name': 'Victor Garber'}, {'role': 'ACTOR', 'name': 'Jennifer Coolidge'}, {'role': 'ACTOR', 'name': 'Holland Taylor'}, {'role': 'ACTOR', 'name': 'Ali Larter'}, {'role': 'ACTOR', 'name': 'Jessica Cauffiel'}, {'role': 'ACTOR', 'name': 'Alanna Ubach'}, {'role': 'ACTOR', 'name': 'Osgood Perkins'}, {'role': 'ACTOR', 'name': 'Linda Cardellini'}, {'role': 'ACTOR', 'name': 'Bruce Thomas'}, {'role': 'ACTOR', 'name': 'Meredith Scott Lynn'}, {'role': 'ACTOR', 'name': 'Raquel Welch'}, {'role': 'ACTOR', 'name': 'Samantha Lemole'}, {'role': 'ACTOR', 'name': 'Kelly Nyks'}, {'role': 'ACTOR', 'name': 'Ted Kairys'}, {'role': 'ACTOR', 'name': 'Michael B. Silver'}, {'role': 'ACTOR', 'name': 'Kimberly McCullough'}, {'role': 'ACTOR', 'name': ""Shannon O'Hurley""}, {'role': 'ACTOR', 'name': 'Greg Serano'}, {'role': 'ACTOR', 'name': 'Francesca P. Roberts'}, {'role': 'ACTOR', 'name': 'Lisa Arch'}, {'role': 'ACTOR', 'name': 'Natalie Barish'}, {'role': 'ACTOR', 'name': 'Cici Lau'}, {'role': 'ACTOR', 'name': 'Allyce Beasley'}, {'role': 'ACTOR', 'name': 'Kevin Cooney'}, {'role': 'ACTOR', 'name': 'Ted Rooney'}, {'role': 'ACTOR', 'name': 'David Moreland'}, {'role': 'ACTOR', 'name': 'Wayne Federman'}, {'role': 'ACTOR', 'name': 'James Read'}, {'role': 'ACTOR', 'name': 'Tane McClure'}, {'role': 'ACTOR', 'name': 'Niklaus Lange'}, {'role': 'ACTOR', 'name': 'Doug Spinuzza'}, {'role': 'ACTOR', 'name': 'Lisa K. Wyatt'}, {'role': 'ACTOR', 'name': 'Jason Christopher'}, {'role': 'ACTOR', 'name': 'Corinne Reilly'}, {'role': 'ACTOR', 'name': 'Victoria Mahoney'}, {'role': 'ACTOR', 'name': 'Lacey Beeman'}, {'role': 'ACTOR', 'name': 'Melissa Anne Young'}, {'role': 'ACTOR', 'name': 'Brody Hutzler'}, {'role': 'ACTOR', 'name': 'Chaney Kley'}, {'role': 'ACTOR', 'name': 'John Cantwell'}, {'role': 'ACTOR', 'name': 'Ondrea de Vincentis'}, {'role': 'ACTOR', 'name': 'Terence Michael'}, {'role': 'ACTOR', 'name': 'Nectar Rose'}, {'role': 'ACTOR', 'name': 'Jodi Harris'}, {'role': 'ACTOR', 'name': 'Patricia Kimes'}, {'role': 'ACTOR', 'name': 'Sasha Barrese'}, {'role': 'ACTOR', 'name': 'Kelly Driscoll'}, {'role': 'ACTOR', 'name': 'Elizabeth Matthews'}, {'role': 'ACTOR', 'name': 'Kennedy Stone'}, {'role': 'ACTOR', 'name': 'Moonie'}, {'role': 'ACTOR', 'name': 'John Kapelos'}, {'role': 'ACTOR', 'name': 'Richard Hillman'}, {'role': 'DIRECTOR', 'name': 'Robert Luketic'}]","[{'shortName': 'rma'}, {'shortName': 'cmy'}]",tm53144,6.5,256296,0.93759797248,WATCHLIST,MOVIE,0,96,Legally Blonde,52.88,6.8,2001
US,"[{'role': 'ACTOR', 'name': 'Chyler Leigh'}, {'role': 'ACTOR', 'name': 'Chris Evans'}, {'role': 'ACTOR', 'name': 'Jaime Pressly'}, {'role': 'ACTOR', 'name': 'Eric Christian Olsen'}, {'role': 'ACTOR', 'name': 'Mia Kirshner'}, {'role': 'ACTOR', 'name': 'Lacey Chabert'}, {'role': 'ACTOR', 'name': 'Samaire Armstrong'}, {'role': 'ACTOR', 'name': 'Cerina Vincent'}, {'role': 'ACTOR', 'name': 'Mr. T'}, {'role': 'ACTOR', 'name': 'Molly Ringwald'}, {'role': 'ACTOR', 'name': 'Heather Brown'}, {'role': 'ACTOR', 'name': 'Nectar Rose'}, {'role': 'ACTOR', 'name': 'Michael Ensign'}, {'role': 'ACTOR', 'name': 'Kyle Cease'}, {'role': 'ACTOR', 'name': 'Eric Jungmann'}, {'role': 'ACTOR', 'name': 'Desi Lydic'}, {'role': 'ACTOR', 'name': 'Deon Richmond'}, {'role': 'ACTOR', 'name': 'Ron Lester'}, {'role': 'ACTOR', 'name': 'Cody McMains'}, {'role': 'ACTOR', 'name': 'Sam Huntington'}, {'role': 'ACTOR', 'name': 'JoAnna García Swisher'}, {'role': 'ACTOR', 'name': 'Samm Levine'}, {'role': 'ACTOR', 'name': 'Beverly Polcyn'}, {'role': 'ACTOR', 'name': 'Ed Lauter'}, {'role': 'ACTOR', 'name': 'Paul Gleason'}, {'role': 'ACTOR', 'name': 'Randy Quaid'}, {'role': 'ACTOR', 'name': 'Riley Smith'}, {'role': 'ACTOR', 'name': 'Nathan West'}, {'role': 'ACTOR', 'name': 'Michelle Holgate'}, {'role': 'ACTOR', 'name': 'Jeanette Miller'}, {'role': 'ACTOR', 'name': 'Benjamin Waldow'}, {'role': 'ACTOR', 'name': 'Josh Radnor'}, {'role': 'ACTOR', 'name': 'Alec Murdock'}, {'role': 'ACTOR', 'name': 'Ross Mulholland'}, {'role': 'ACTOR', 'name': 'Dean Sheremet'}, {'role': 'ACTOR', 'name': 'Becca Sweitzer'}, {'role': 'ACTOR', 'name': 'Hayley Zelniker'}, {'role': 'ACTOR', 'name': 'Lukas Behnken'}, {'role': 'ACTOR', 'name': 'Josh Jacobson'}, {'role': 'ACTOR', 'name': 'Amber Goetz'}, {'role': 'ACTOR', 'name': 'Joy Bisco'}, {'role': 'ACTOR', 'name': 'Morisa Taylor Kaplan'}, {'role': 'ACTOR', 'name': 'George Wyner'}, {'role': 'ACTOR', 'name': 'Ned Brower'}, {'role': 'ACTOR', 'name': 'Peter Simon'}, {'role': 'ACTOR', 'name': 'Joy Gohring'}, {'role': 'ACTOR', 'name': 'Tracy Kay'}, {'role': 'ACTOR', 'name': 'Jessica Asher'}, {'role': 'ACTOR', 'name': 'Sean Smith'}, {'role': 'ACTOR', 'name': 'Ean Mering'}, {'role': 'ACTOR', 'name': 'Lyman Ward'}, {'role': 'ACTOR', 'name': 'Julie Welch'}, {'role': 'ACTOR', 'name': 'Daniel Bess'}, {'role': 'ACTOR', 'name': 'James Read'}, {'role': 'ACTOR', 'name': 'Rob Benedict'}, {'role': 'ACTOR', 'name': 'Banks McClintock'}, {'role': 'ACTOR', 'name': 'Jay Johnston'}, {'role': 'ACTOR', 'name': 'Jesse Capelli'}, {'role': 'ACTOR', 'name': 'Daniel Spink'}, {'role': 'ACTOR', 'name': 'Osgood Perkins'}, {'role': 'ACTOR', 'name': 'Jim Wise'}, {'role': 'ACTOR', 'name': 'Kimi Bateman'}, {'role': 'ACTOR', 'name': 'Staci B. Flood'}, {'role': 'ACTOR', 'name': 'Sarah Christine Smith'}, {'role': 'ACTOR', 'name': 'China Shavers'}, {'role': 'ACTOR', 'name': 'H. Jon Benjamin'}, {'role': 'ACTOR', 'name': 'Paul Goebel'}, {'role': 'ACTOR', 'name': 'Marissa Fedele'}, {'role': 'ACTOR', 'name': 'Samuel Givens'}, {'role': 'ACTOR', 'name': 'Kimberly Lyon'}, {'role': 'ACTOR', 'name': 'Zachary Woodlee'}, {'role': 'ACTOR', 'name': 'Cynthena Sanders'}, {'role': 'ACTOR', 'name': 'Will Gill Jr.'}, {'role': 'ACTOR', 'name': 'Nick Zephyrin'}, {'role': 'ACTOR', 'name': 'Heidi Androl'}, {'role': 'ACTOR', 'name': 'Ian Aronson'}, {'role': 'ACTOR', 'name': 'Sam Ayers'}, {'role': 'ACTOR', 'name': 'Nick Bakay'}, {'role': 'ACTOR', 'name': 'Candice T. Cain'}, {'role': 'ACTOR', 'name': 'Maylen Calienes'}, {'role': 'ACTOR', 'name': 'Marcus Edward'}, {'role': 'ACTOR', 'name': 'Arturo Elizondo'}, {'role': 'ACTOR', 'name': 'David M. Francis'}, {'role': 'ACTOR', 'name': 'Melissa Joan Hart'}, {'role': 'ACTOR', 'name': 'Kelly S. King'}, {'role': 'ACTOR', 'name': 'Jarrett Lennon'}, {'role': 'ACTOR', 'name': 'Tracey McCall'}, {'role': 'ACTOR', 'name': 'Jennifer Schlueter'}, {'role': 'ACTOR', 'name': 'Gena Shaw'}, {'role': 'ACTOR', 'name': 'Tessa'}, {'role': 'ACTOR', 'name': 'Sean Patrick Thomas'}, {'role': 'ACTOR', 'name': 'Cassie Townsend'}, {'role': 'ACTOR', 'name': 'Jeremiah Vaughn'}, {'role': 'ACTOR', 'name': 'Susan Anne Wall'}, {'role': 'ACTOR', 'name': 'Scott Hislop'}, {'role': 'ACTOR', 'name': 'Jackie Harris Greenberg'}, {'role': 'DIRECTOR', 'name': 'Joel Gallen'}]",[{'shortName': 'cmy'}],tm58382,5.8,118304,0.800903897161,WATCHLIST,MOVIE,0,89,Not Another Teen Movie,25.868,5.787,2001
FR,"[{'role': 'ACTOR', 'name': 'Karen Lancaume'}, {'role': 'ACTOR', 'name': 'Raffaëla Anderson'}, {'role': 'ACTOR', 'name': 'Ouassini Embarek'}, {'role': 'ACTOR', 'name': 'Adama Niane'}, {'role': 'ACTOR', 'name': 'Marc Barrow'}, {'role': 'ACTOR', 'name': 'Patrick Eudeline'}, {'role': 'ACTOR', 'name': 'Ian Scott'}, {'role': 'ACTOR', 'name': 'Zenza Raggi'}, {'role': 'ACTOR', 'name': 'Jean-Louis Costes'}, {'role': 'ACTOR', 'name': 'Titof'}, {'role': 'ACTOR', 'name': 'Delphine McCarty'}, {'role': 'ACTOR', 'name': 'Patrick Kodjo Topou'}, {'role': 'ACTOR', 'name': 'Élodie Chérie'}, {'role': 'ACTOR', 'name': 'Marc Rioufol'}, {'role': 'ACTOR', 'name': 'Hervé P. Gustave'}, {'role': 'ACTOR', 'name': 'Jean-Marc Minéo'}, {'role': 'ACTOR', 'name': 'Gábor Rassov'}, {'role': 'ACTOR', 'name': 'Rodolphe Antrim'}, {'role': 'ACTOR', 'name': 'Sebastian Barrio'}, {'role': 'ACTOR', 'name': 'Pascal St. James'}, {'role': 'DIRECTOR', 'name': 'Virginie Despentes'}, {'role': 'DIRECTOR', 'name': 'Coralie Trinh Thi'}]","[{'shortName': 'trl'}, {'shortName': 'crm'}, {'shortName': 'drm'}, {'shortName': 'rma'}, {'shortName': 'eur'}]",tm23862,4.4,18730,0.501775594868,WATCHLIST,MOVIE,0,77,Baise-moi,30.105,4.8,2000
IT,"[{'role': 'ACTOR', 'name': 'Yuliya Mayarchuk'}, {'role': 'ACTOR', 'name': 'Jarno Berardi'}, {'role': 'ACTOR', 'name': 'Francesca Nunzi'}, {'role': 'ACTOR', 'name': 'Mauro Lorenz'}, {'role': 'ACTOR', 'name': 'Leila Carli'}, {'role': 'ACTOR', 'name': 'Vittorio Attene'}, {'role': 'ACTOR', 'name': 'Remo Pizzaroni'}, {'role': 'ACTOR', 'name': 'Max Parodi'}, {'role': 'ACTOR', 'name': 'Tinto Brass'}, {'role': 'ACTOR', 'name': 'Osiride Pevarello'}, {'role': 'DIRECTOR', 'name': 'Tinto Brass'}]","[{'shortName': 'cmy'}, {'shortName': 'drm'}, {'shortName': 'rma'}, {'shortName': 'eur'}]",tm193312,5.4,6646,0.563879636894,WATCHLIST,MOVIE,0,91,Cheeky,90.904,5.6,2000
